Sexo,Idade,Cor,Tempo de Estudo,Renda,Altura
Feminino,52,Parda,6,600,1.71
Masculino,45,Branca,12,1600,1.7
Masculino,44,Branca,12,3900,1.7
Feminino,33,Parda,12,1500,1.76
Masculino,81,Parda,1,800,1.75
Masculino,48,Parda,6,0,1.7
Masculino,41,Parda,4,1576,1.57
Masculino,38,Parda,11,1200,1.74
Masculino,21,Parda,9,800,1.69
Masculino,29,Parda,9,1650,1.73
Feminino,36,Preta,6,1000,1.62
Feminino,48,Branca,7,600,1.61
Masculino,30,Parda,4,800,1.68
Masculino,36,Parda,9,2200,1.69
Masculino,24,Parda,12,2000,1.76
Feminino,38,Preta,12,300,1.78
Masculino,39,Branca,12,980,1.58
Masculino,20,Parda,8,500,1.67
Feminino,45,Parda,4,480,1.73
Feminino,31,Branca,12,788,1.65
Feminino,39,Parda,8,450,1.83
Masculino,56,Preta,2,700,1.65
Masculino,63,Parda,12,1576,1.57
Feminino,37,Parda,12,788,1.72
Masculino,33,Parda,12,1850,1.75
Feminino,50,Parda,16,1500,1.77
Feminino,54,Parda,5,500,1.76
Masculino,31,Parda,9,1200,1.72
Masculino,42,Parda,11,2000,1.57
Masculino,38,Parda,12,700,1.48
Masculino,43,Parda,8,1600,1.56
Masculino,45,Parda,12,2100,1.56
Masculino,28,Parda,9,1000,1.72
Masculino,30,Parda,9,700,1.7
Masculino,49,Parda,12,2300,1.7
Masculino,41,Parda,12,1091,1.79
Feminino,64,Parda,1,280,1.84
Feminino,67,Branca,16,2000,1.67
Masculino,44,Branca,16,4000,1.67
Masculino,56,Parda,16,4500,1.68
Masculino,46,Branca,16,5000,1.65
Masculino,25,Branca,16,3000,1.77
Feminino,35,Parda,16,2100,1.67
Feminino,51,Parda,16,1500,1.78
Masculino,46,Branca,16,14000,1.71
Masculino,47,Parda,16,10000,1.81
Masculino,43,Branca,16,4000,1.71
Feminino,46,Branca,12,3500,1.59
Masculino,60,Branca,16,13000,1.73
Feminino,79,Parda,11,1000,1.64
Feminino,50,Parda,15,16000,1.67
Masculino,63,Branca,16,15000,1.85
Masculino,43,Parda,16,7500,1.7
Feminino,43,Branca,16,7888,1.69
Masculino,50,Amarela,16,20000,1.6
Feminino,69,Parda,16,4256,1.68
Masculino,47,Parda,16,13000,1.72
Masculino,54,Parda,12,1500,1.69
Feminino,48,Parda,16,3100,1.67
Masculino,63,Branca,12,600,1.8
Feminino,40,Branca,12,1000,1.71
Masculino,39,Parda,6,788,1.83
Feminino,38,Parda,12,1000,1.77
Feminino,43,Parda,9,1000,1.69
Feminino,50,Branca,16,15000,1.73
Feminino,63,Parda,13,4890,1.85
Masculino,35,Parda,12,1200,1.63
Masculino,82,Branca,16,26000,1.78
Masculino,49,Branca,16,2100,1.75
Masculino,55,Branca,12,1200,1.8
Masculino,57,Parda,16,5000,1.58
Feminino,35,Branca,16,2800,1.67
Feminino,59,Parda,13,1100,1.76
Feminino,55,Parda,16,3500,1.72
Feminino,62,Parda,12,4800,1.85
Feminino,61,Parda,16,8000,1.85
Masculino,59,Branca,16,5600,1.67
Masculino,31,Parda,16,2500,1.69
Feminino,47,Branca,16,4000,1.57
Masculino,36,Parda,12,13500,1.84
Masculino,55,Parda,12,3000,1.66
Masculino,57,Parda,16,3000,1.73
Feminino,35,Parda,16,4020,1.66
Feminino,60,Parda,16,10300,1.5
Feminino,49,Parda,16,8678,1.71
Feminino,70,Branca,12,0,1.75
Feminino,59,Parda,16,2000,1.72
Feminino,62,Parda,7,788,1.79
Masculino,43,Preta,9,900,1.75
Masculino,28,Parda,1,2500,1.79
Masculino,42,Branca,12,2000,1.66
Masculino,58,Parda,12,5000,1.78
Feminino,54,Branca,16,10000,1.65
Masculino,54,Branca,16,12000,1.76
Masculino,55,Parda,12,10000,1.76
Masculino,36,Branca,16,10000,1.83
Feminino,48,Parda,16,7000,1.79
Masculino,47,Branca,16,12000,1.8
Masculino,58,Branca,16,8000,1.91
Masculino,51,Parda,16,35000,1.56
Feminino,32,Parda,16,8000,1.8
Masculino,57,Branca,16,2000,1.82
Masculino,68,Branca,16,7000,1.75
Masculino,49,Preta,16,3500,1.7
Masculino,42,Amarela,15,1000,1.81
Feminino,55,Branca,16,788,1.82
Feminino,41,Branca,16,2500,1.63
Masculino,62,Branca,12,5000,1.77
Masculino,23,Parda,13,1430,1.8
Masculino,44,Branca,16,2500,1.82
Masculino,39,Branca,16,4800,1.68
Masculino,62,Branca,16,30000,1.58
Masculino,42,Parda,16,5000,1.7
Masculino,59,Branca,12,1200,1.65
Feminino,47,Parda,16,3000,1.82
Masculino,55,Parda,16,2000,1.62
Masculino,38,Parda,12,3200,1.79
Feminino,47,Parda,6,700,1.7
Masculino,47,Branca,12,1300,1.68
Feminino,39,Parda,12,3000,1.62
Feminino,31,Parda,12,650,1.49
Feminino,35,Preta,16,551,1.63
Feminino,32,Preta,16,500,1.64
Masculino,43,Parda,12,3000,1.58
Masculino,50,Parda,16,3500,1.68
Masculino,40,Branca,12,3000,1.62
Masculino,60,Branca,16,4100,1.74
Feminino,37,Parda,12,300,1.71
Masculino,25,Parda,12,788,1.66
Masculino,43,Parda,12,4500,1.95
Masculino,42,Parda,9,950,1.78
Masculino,46,Parda,11,2500,1.59
Masculino,52,Parda,12,4000,1.73
Masculino,62,Branca,12,1556,1.81
Masculino,53,Branca,12,14000,1.72
Feminino,50,Branca,16,10000,1.75
Masculino,43,Parda,12,1200,1.68
Feminino,34,Parda,12,788,1.69
Feminino,58,Parda,12,200,1.79
Feminino,29,Parda,12,500,1.75
Masculino,26,Branca,12,2500,1.72
Masculino,53,Branca,4,1500,1.7
Feminino,51,Branca,12,1200,1.6
Feminino,35,Parda,12,600,1.68
Feminino,36,Parda,12,350,1.74
Masculino,69,Parda,8,1000,1.68
Masculino,64,Branca,12,3500,1.77
Feminino,31,Parda,10,150,1.55
Masculino,33,Parda,12,1800,1.55
Masculino,60,Preta,1,1110,1.78
Feminino,57,Parda,3,300,1.65
Masculino,41,Parda,6,900,1.72
Feminino,31,Parda,16,2000,1.63
Masculino,32,Parda,12,1500,1.54
Masculino,40,Preta,11,750,1.62
Masculino,26,Parda,15,788,1.74
Masculino,57,Parda,9,750,1.82
Masculino,41,Parda,12,1350,1.62
Masculino,44,Parda,7,788,1.73
Masculino,76,Branca,7,1000,1.68
Feminino,50,Parda,12,788,1.8
Feminino,29,Parda,12,300,1.73
Masculino,37,Parda,12,1400,1.64
Masculino,34,Parda,12,1400,1.74
Feminino,33,Parda,12,1000,1.73
Masculino,36,Parda,12,1150,1.84
Masculino,59,Parda,4,500,1.64
Masculino,31,Parda,9,1200,1.59
Masculino,37,Branca,11,1200,1.75
Feminino,39,Preta,9,800,1.59
Feminino,32,Parda,12,700,1.73
Feminino,46,Branca,12,788,1.64
Feminino,44,Parda,12,1000,1.56
Masculino,49,Parda,6,850,1.59
Masculino,40,Parda,12,980,1.68
Feminino,45,Parda,12,850,1.75
Masculino,43,Branca,8,650,1.72
Masculino,49,Preta,15,788,1.5
Masculino,44,Parda,12,788,1.69
Masculino,44,Parda,12,4000,1.73
Masculino,50,Parda,12,8000,1.87
Masculino,59,Branca,14,15000,1.64
Masculino,62,Parda,12,788,1.69
Masculino,48,Preta,16,2500,1.79
Masculino,37,Parda,5,400,1.65
Feminino,38,Parda,8,788,1.78
Feminino,29,Parda,12,0,1.68
Masculino,54,Parda,16,10000,1.67
Feminino,59,Branca,16,3500,1.74
Masculino,61,Branca,16,700,1.72
Masculino,44,Branca,12,16000,1.64
Masculino,58,Branca,12,10000,1.8
Feminino,59,Parda,6,788,1.84
Masculino,24,Branca,12,1800,1.65
Masculino,40,Branca,16,10000,1.69
Feminino,56,Parda,16,1576,1.79
Feminino,48,Preta,13,1800,1.65
Masculino,54,Parda,12,3500,1.74
Masculino,58,Parda,16,2800,1.75
Masculino,32,Parda,16,4500,1.84
Masculino,35,Branca,15,1576,1.71
Masculino,54,Parda,12,8000,1.81
Masculino,51,Branca,12,2500,1.78
Feminino,67,Branca,1,788,1.78
Feminino,47,Branca,12,4300,1.59
Masculino,24,Parda,15,2500,1.63
Feminino,47,Branca,16,789,1.7
Feminino,29,Preta,12,1200,1.61
Masculino,63,Parda,3,1700,1.75
Feminino,42,Parda,16,4000,1.67
Masculino,32,Preta,11,788,1.74
Feminino,61,Preta,8,1100,1.77
Feminino,52,Parda,9,900,1.82
Masculino,35,Parda,12,2500,1.56
Feminino,56,Parda,16,1300,1.71
Feminino,36,Parda,9,180,1.7
Masculino,47,Branca,12,1350,1.82
Masculino,44,Parda,12,1150,1.73
Masculino,32,Parda,9,790,1.74
Masculino,33,Parda,12,800,1.75
Feminino,51,Parda,14,500,1.78
Masculino,38,Parda,4,900,1.61
Masculino,36,Preta,9,788,1.6
Masculino,26,Branca,9,700,1.73
Masculino,38,Branca,9,1000,1.62
Masculino,59,Branca,7,600,1.66
Feminino,37,Parda,9,600,1.89
Feminino,42,Preta,6,600,1.58
Masculino,26,Parda,12,1350,1.64
Masculino,34,Parda,7,880,1.54
Masculino,40,Parda,9,788,1.74
Masculino,38,Parda,12,1000,1.64
Feminino,51,Preta,1,200,1.82
Feminino,46,Preta,12,1000,1.61
Feminino,46,Parda,9,600,1.69
Feminino,20,Parda,7,300,1.67
Masculino,32,Parda,12,900,1.55
Feminino,42,Parda,6,788,1.73
Masculino,41,Parda,12,788,1.76
Feminino,57,Branca,11,800,1.64
Masculino,45,Parda,9,1200,1.66
Masculino,45,Parda,5,800,1.57
Masculino,55,Branca,9,788,1.76
Masculino,38,Preta,12,900,1.83
Masculino,34,Branca,11,1200,1.66
Masculino,22,Branca,11,1200,1.69
Masculino,40,Parda,9,750,1.66
Masculino,54,Parda,6,788,1.74
Masculino,31,Preta,12,1034,1.83
Masculino,69,Branca,5,700,1.78
Masculino,60,Preta,9,1500,1.73
Masculino,38,Parda,12,788,1.62
Masculino,38,Preta,9,788,1.76
Masculino,41,Parda,12,1200,1.69
Feminino,26,Branca,12,600,1.63
Masculino,52,Branca,15,6500,1.62
Masculino,54,Parda,14,5000,1.78
Feminino,39,Parda,16,1600,1.57
Feminino,35,Parda,15,1500,1.76
Masculino,70,Branca,12,1200,1.76
Feminino,39,Parda,16,788,1.8
Masculino,33,Branca,12,830,1.7
Feminino,55,Parda,9,950,1.8
Feminino,30,Parda,16,5000,1.75
Masculino,49,Parda,12,2000,1.73
Feminino,34,Parda,12,1600,1.74
Feminino,43,Preta,11,2400,1.63
Masculino,34,Parda,12,4800,1.73
Feminino,42,Parda,12,1500,1.8
Feminino,21,Preta,10,788,1.66
Masculino,42,Branca,16,5000,1.64
Masculino,61,Parda,14,2100,1.6
Masculino,60,Branca,11,2000,1.69
Feminino,64,Parda,12,170,1.75
Feminino,67,Branca,16,6000,1.65
Masculino,63,Parda,16,3000,1.58
Masculino,51,Parda,9,800,1.68
Feminino,45,Parda,16,2300,1.75
Masculino,35,Parda,12,2000,1.59
Masculino,27,Parda,12,980,1.73
Feminino,59,Preta,12,1300,1.87
Feminino,54,Parda,12,500,1.78
Feminino,40,Parda,12,788,1.8
Feminino,32,Parda,8,650,1.56
Feminino,42,Branca,16,2000,1.72
Feminino,33,Parda,12,1200,1.87
Masculino,54,Parda,12,3500,1.57
Feminino,52,Parda,12,1400,1.87
Masculino,39,Parda,16,2000,1.76
Masculino,34,Parda,12,900,1.71
Masculino,29,Parda,16,5400,1.68
Feminino,37,Parda,12,700,1.74
Feminino,56,Parda,12,900,1.76
Feminino,55,Parda,5,700,1.93
Masculino,63,Parda,16,2000,1.77
Feminino,33,Parda,12,100,1.63
Masculino,38,Parda,12,900,1.93
Masculino,32,Preta,12,1700,1.68
Feminino,27,Parda,6,860,1.74
Feminino,56,Parda,12,1200,1.6
Masculino,43,Preta,7,300,1.66
Masculino,21,Parda,14,500,1.71
Feminino,50,Parda,10,1251,1.79
Masculino,44,Branca,7,800,1.72
Feminino,59,Parda,12,2500,1.73
Masculino,37,Parda,9,1000,1.59
Masculino,42,Parda,16,788,1.76
Masculino,36,Preta,7,300,1.61
Masculino,26,Parda,13,938,1.75
Feminino,46,Parda,10,666,1.74
Masculino,59,Preta,4,300,1.69
Masculino,56,Parda,9,1600,1.62
Masculino,45,Parda,10,350,1.72
Feminino,42,Parda,12,500,1.69
Masculino,45,Parda,12,1500,1.7
Feminino,60,Branca,11,600,1.7
Masculino,52,Branca,12,1000,1.67
Masculino,63,Branca,12,2500,1.62
Masculino,50,Preta,12,3000,1.72
Masculino,30,Parda,12,1100,1.71
Feminino,35,Parda,12,400,1.6
Masculino,21,Parda,9,788,1.61
Masculino,52,Parda,6,400,1.82
Masculino,24,Parda,12,1320,1.66
Feminino,26,Parda,12,810,1.7
Masculino,54,Branca,5,788,1.7
Masculino,47,Parda,12,1100,1.74
Masculino,29,Parda,12,800,1.73
Masculino,35,Parda,7,1600,1.72
Masculino,42,Branca,10,1000,1.74
Masculino,36,Branca,10,1400,1.59
Feminino,30,Parda,11,600,1.65
Masculino,28,Parda,12,1200,1.68
Masculino,47,Parda,9,1500,1.64
Masculino,38,Parda,4,400,1.72
Masculino,49,Parda,12,1750,1.64
Feminino,39,Parda,9,788,1.68
Masculino,62,Parda,5,100,1.77
Feminino,37,Parda,12,4700,1.87
Masculino,40,Parda,12,0,1.71
Masculino,41,Preta,9,350,1.54
Masculino,34,Parda,11,700,1.68
Masculino,60,Branca,9,2480,1.71
Masculino,63,Parda,6,1000,1.67
Feminino,47,Parda,12,660,1.56
Feminino,30,Parda,12,788,1.61
Feminino,40,Parda,6,788,1.62
Feminino,52,Preta,12,600,1.63
Masculino,29,Parda,9,788,1.62
Masculino,38,Parda,9,1100,1.65
Masculino,47,Parda,12,850,1.73
Masculino,22,Parda,9,825,1.72
Masculino,69,Parda,6,788,1.63
Feminino,55,Parda,12,1400,1.71
Masculino,51,Branca,11,0,1.7
Masculino,52,Preta,4,1200,1.8
Masculino,40,Parda,9,1200,1.77
Masculino,64,Parda,16,5000,1.77
Masculino,59,Branca,3,788,1.77
Masculino,29,Branca,5,1200,1.7
Masculino,55,Parda,16,4000,1.6
Masculino,47,Parda,12,5000,1.78
Feminino,37,Parda,7,900,1.75
Feminino,28,Parda,12,1000,1.88
Feminino,34,Parda,12,800,1.75
Feminino,36,Parda,12,750,1.62
Masculino,25,Parda,12,1100,1.66
Masculino,40,Parda,10,788,1.7
Masculino,36,Preta,9,850,1.72
Masculino,45,Parda,12,900,1.67
Masculino,45,Branca,9,800,1.64
Masculino,32,Parda,12,850,1.7
Masculino,36,Branca,9,700,1.63
Masculino,41,Parda,12,850,1.8
Masculino,39,Preta,7,580,1.76
Masculino,29,Branca,16,1200,1.67
Masculino,60,Parda,4,788,1.67
Masculino,64,Parda,3,1200,1.79
Feminino,42,Parda,9,900,1.66
Feminino,50,Parda,7,788,1.64
Masculino,27,Parda,12,1200,1.46
Masculino,55,Parda,9,1200,1.76
Masculino,27,Branca,9,1500,1.69
Masculino,54,Parda,9,700,1.76
Feminino,49,Parda,9,788,1.63
Feminino,71,Parda,12,200,1.69
Feminino,64,Parda,6,1100,1.78
Feminino,65,Parda,9,100,1.77
Masculino,25,Preta,12,2500,1.81
Masculino,44,Parda,12,788,1.74
Masculino,35,Parda,12,5000,1.65
Masculino,49,Branca,3,788,1.66
Masculino,37,Parda,12,850,1.89
Feminino,65,Parda,4,1800,1.69
Masculino,43,Preta,6,1200,1.65
Masculino,47,Parda,9,5000,1.75
Masculino,63,Preta,16,3000,1.73
Masculino,36,Parda,12,2000,1.82
Feminino,25,Parda,11,800,1.69
Masculino,43,Parda,2,2000,1.74
Masculino,43,Preta,16,4500,1.66
Masculino,53,Branca,7,2300,1.66
Masculino,42,Parda,12,1000,1.62
Feminino,62,Parda,6,300,1.73
Feminino,76,Branca,5,150,1.79
Masculino,43,Parda,12,820,1.72
Feminino,42,Parda,12,788,1.75
Masculino,34,Parda,12,1300,1.7
Feminino,35,Branca,4,788,1.65
Masculino,51,Indígena,6,1000,1.62
Feminino,56,Branca,5,350,1.87
Masculino,40,Parda,4,788,1.87
Feminino,27,Parda,12,1200,1.7
Masculino,26,Parda,12,1200,1.67
Masculino,31,Parda,13,1000,1.66
Masculino,33,Parda,10,788,1.69
Masculino,35,Parda,12,1030,1.58
Feminino,50,Parda,9,700,1.69
Masculino,34,Parda,11,1000,1.79
Feminino,37,Parda,10,250,1.51
Masculino,66,Parda,9,600,1.77
Feminino,54,Parda,8,250,1.72
Feminino,30,Parda,8,500,1.65
Feminino,40,Parda,12,1000,1.66
Feminino,52,Parda,12,200,1.75
Feminino,52,Branca,13,500,1.55
Masculino,65,Parda,6,1100,1.71
Feminino,58,Branca,12,900,1.7
Masculino,44,Parda,12,850,1.78
Masculino,41,Parda,12,1750,1.71
Masculino,43,Branca,12,1700,1.78
Masculino,38,Parda,16,2350,1.78
Masculino,70,Indígena,5,789,1.71
Masculino,40,Preta,6,650,1.67
Masculino,49,Parda,16,2800,1.48
Masculino,36,Parda,10,700,1.61
Feminino,64,Parda,16,8000,1.72
Masculino,28,Parda,13,2300,1.71
Masculino,38,Branca,16,3000,1.61
Masculino,53,Branca,16,4000,1.68
Feminino,61,Amarela,12,1000,1.79
Masculino,51,Branca,15,2300,1.65
Feminino,43,Branca,16,7000,1.75
Masculino,60,Parda,12,2000,1.7
Masculino,39,Parda,16,1000,1.75
Masculino,59,Parda,16,2000,1.82
Masculino,59,Parda,10,1000,1.71
Masculino,40,Preta,12,2000,1.74
Feminino,38,Branca,16,4000,1.64
Feminino,38,Preta,15,4300,1.64
Masculino,41,Parda,12,960,1.61
Masculino,53,Parda,12,3000,1.62
Masculino,48,Parda,10,2000,1.69
Feminino,42,Branca,15,4000,1.53
Masculino,29,Parda,16,2200,1.77
Masculino,43,Preta,16,7155,1.63
Masculino,43,Branca,16,6000,1.72
Feminino,31,Preta,16,3400,1.72
Feminino,51,Branca,16,7500,1.82
Masculino,63,Parda,14,1000,1.63
Masculino,20,Preta,9,1000,1.58
Masculino,42,Parda,12,2966,1.81
Masculino,56,Parda,12,2500,1.7
Masculino,39,Branca,12,1613,1.59
Feminino,52,Parda,12,788,1.67
Feminino,60,Parda,1,350,1.72
Masculino,47,Parda,16,3000,1.68
Feminino,58,Parda,16,5000,1.83
Masculino,42,Parda,12,4000,1.82
Masculino,51,Branca,12,1200,1.72
Masculino,39,Parda,15,2000,1.7
Masculino,48,Parda,12,1800,1.67
Masculino,32,Parda,12,830,1.72
Feminino,35,Parda,11,600,1.61
Masculino,35,Parda,12,788,1.72
Feminino,53,Branca,16,1800,1.71
Masculino,45,Parda,13,2800,1.77
Masculino,24,Parda,12,1250,1.73
Feminino,47,Parda,16,600,1.6
Feminino,46,Parda,16,9500,1.73
Masculino,57,Preta,12,3000,1.68
Masculino,55,Parda,11,600,1.59
Feminino,30,Parda,10,600,1.8
Feminino,36,Parda,2,788,1.75
Masculino,27,Parda,16,1000,1.74
Feminino,34,Parda,12,1000,1.74
Feminino,28,Parda,12,930,1.64
Masculino,24,Parda,12,1034,1.6
Masculino,40,Branca,13,2500,1.58
Masculino,60,Parda,9,700,1.74
Feminino,33,Parda,12,1000,1.6
Feminino,34,Branca,13,788,1.69
Masculino,47,Parda,9,3000,1.7
Masculino,35,Branca,12,1200,1.69
Feminino,37,Parda,12,850,1.81
Masculino,30,Parda,16,5000,1.69
Feminino,71,Parda,5,150,1.7
Masculino,35,Branca,12,1150,1.68
Masculino,63,Parda,5,1000,1.62
Feminino,41,Preta,12,2000,1.79
Masculino,42,Parda,12,2500,1.62
Feminino,34,Parda,14,2800,1.72
Masculino,69,Parda,7,800,1.67
Feminino,42,Indígena,8,2500,1.63
Feminino,39,Parda,7,1000,1.84
Feminino,21,Parda,12,933,1.6
Masculino,31,Parda,4,500,1.66
Feminino,38,Parda,12,1000,1.78
Masculino,48,Parda,16,3000,1.7
Masculino,48,Parda,8,700,1.68
Masculino,40,Branca,11,600,1.6
Masculino,70,Parda,5,800,1.69
Masculino,47,Parda,12,6800,1.72
Masculino,37,Preta,12,788,1.7
Masculino,48,Parda,12,2300,1.7
Masculino,31,Parda,12,1000,1.8
Masculino,56,Preta,12,3000,1.42
Feminino,64,Parda,5,280,1.73
Feminino,27,Parda,12,1250,1.59
Feminino,43,Parda,11,420,1.67
Feminino,63,Parda,12,550,1.66
Feminino,45,Parda,12,720,1.76
Feminino,40,Parda,5,400,1.59
Feminino,37,Parda,5,789,1.75
Masculino,56,Branca,5,789,1.72
Feminino,38,Parda,5,400,1.67
Feminino,63,Branca,9,789,1.71
Masculino,26,Preta,7,1100,1.72
Masculino,20,Parda,4,800,1.69
Feminino,50,Indígena,7,789,1.72
Masculino,29,Parda,14,900,1.63
Masculino,45,Parda,6,800,1.73
Masculino,60,Parda,9,500,1.73
Feminino,45,Branca,7,400,1.69
Feminino,42,Parda,9,200,1.65
Masculino,32,Parda,7,2000,1.55
Feminino,34,Parda,6,788,1.57
Masculino,28,Parda,8,2000,1.69
Masculino,57,Parda,1,4000,1.65
Feminino,33,Parda,9,800,1.74
Masculino,58,Parda,12,2000,1.8
Masculino,39,Branca,14,2600,1.68
Feminino,88,Parda,6,300,1.78
Feminino,33,Parda,12,1500,1.57
Feminino,57,Parda,12,800,1.62
Feminino,41,Parda,6,400,1.78
Masculino,39,Parda,6,800,1.62
Masculino,55,Parda,2,700,1.73
Feminino,32,Parda,8,950,1.78
Masculino,41,Branca,8,1500,1.56
Masculino,40,Parda,6,700,1.7
Feminino,54,Parda,12,5000,1.68
Feminino,27,Parda,16,788,1.63
Masculino,60,Branca,9,800,1.63
Masculino,33,Parda,11,1200,1.62
Feminino,34,Parda,12,700,1.66
Masculino,52,Parda,11,1200,1.54
Feminino,50,Preta,5,400,1.68
Masculino,70,Parda,5,100,1.84
Feminino,45,Branca,5,300,1.81
Masculino,57,Parda,1,400,1.55
Feminino,38,Branca,12,788,1.72
Masculino,36,Parda,2,788,1.67
Masculino,53,Parda,14,3200,1.73
Masculino,44,Parda,12,3900,1.61
Masculino,41,Branca,1,788,1.5
Masculino,43,Parda,11,1000,1.71
Masculino,56,Parda,12,3000,1.82
Feminino,63,Parda,12,1000,1.77
Masculino,52,Parda,11,1500,1.77
Masculino,64,Parda,12,1000,1.73
Masculino,48,Parda,6,1000,1.69
Masculino,43,Parda,5,1200,1.79
Masculino,51,Parda,6,1000,1.62
Masculino,59,Parda,8,1000,1.65
Feminino,42,Parda,6,1200,1.78
Masculino,46,Parda,9,1300,1.66
Masculino,35,Preta,12,788,1.65
Feminino,45,Preta,7,1000,1.78
Masculino,45,Branca,11,900,1.74
Masculino,60,Parda,1,300,1.67
Masculino,35,Parda,7,600,1.67
Masculino,37,Parda,15,2000,1.73
Feminino,42,Parda,9,788,1.69
Feminino,26,Parda,12,700,1.81
Masculino,65,Parda,12,3600,1.78
Feminino,21,Branca,5,800,1.78
Masculino,42,Preta,6,788,1.78
Feminino,65,Parda,1,80,1.73
Masculino,42,Parda,16,6400,1.78
Feminino,57,Parda,16,3000,1.69
Masculino,35,Parda,12,788,1.67
Masculino,26,Parda,16,850,1.72
Feminino,62,Branca,16,3200,1.63
Masculino,50,Parda,5,900,1.73
Feminino,55,Parda,9,3000,1.72
Feminino,58,Branca,16,7000,1.68
Feminino,36,Parda,16,3500,1.66
Masculino,40,Parda,7,1000,1.78
Masculino,65,Parda,5,2500,1.66
Feminino,51,Branca,12,788,1.67
Masculino,55,Parda,12,1900,1.64
Masculino,34,Preta,16,500,1.75
Masculino,63,Branca,9,700,1.71
Masculino,59,Parda,5,3000,1.69
Feminino,55,Parda,9,1800,1.63
Masculino,45,Parda,7,750,1.67
Feminino,48,Preta,5,1200,1.71
Feminino,36,Branca,12,1500,1.64
Feminino,51,Preta,12,789,1.75
Masculino,48,Branca,12,3500,1.86
Masculino,46,Branca,16,1300,1.73
Feminino,42,Parda,12,500,1.61
Masculino,23,Parda,1,1000,1.66
Masculino,50,Preta,5,800,1.61
Feminino,49,Parda,11,1700,1.59
Feminino,34,Parda,11,350,1.73
Feminino,52,Parda,1,300,1.78
Masculino,56,Preta,12,788,1.68
Masculino,40,Preta,6,900,1.63
Feminino,43,Parda,11,500,1.65
Feminino,49,Parda,14,1000,1.64
Masculino,55,Branca,4,1750,1.71
Masculino,47,Preta,12,1000,1.54
Masculino,58,Parda,12,780,1.66
Masculino,31,Parda,9,788,1.67
Feminino,51,Parda,4,500,1.82
Masculino,45,Parda,11,2500,1.8
Feminino,50,Parda,12,700,1.83
Masculino,48,Parda,12,1400,1.76
Masculino,41,Parda,12,900,1.62
Masculino,58,Parda,8,1800,1.57
Masculino,46,Parda,12,1500,1.69
Feminino,62,Preta,4,1000,1.69
Masculino,45,Parda,12,1500,1.6
Feminino,50,Branca,2,300,1.76
Feminino,42,Parda,8,900,1.7
Feminino,41,Branca,10,900,1.73
Feminino,49,Parda,9,320,1.77
Masculino,50,Parda,12,2200,1.63
Feminino,44,Parda,9,450,1.65
Feminino,48,Parda,4,788,1.56
Feminino,44,Parda,8,160,1.74
Masculino,21,Parda,17,300,1.87
Masculino,46,Parda,12,800,1.58
Masculino,29,Parda,12,1000,1.69
Feminino,44,Parda,6,240,1.72
Feminino,41,Parda,9,400,1.59
Masculino,59,Branca,9,2000,1.76
Masculino,48,Parda,9,1250,1.61
Masculino,43,Parda,16,12000,1.64
Masculino,44,Parda,15,2000,1.73
Feminino,44,Branca,13,300,1.7
Masculino,46,Parda,12,3000,1.74
Feminino,27,Parda,9,950,1.76
Masculino,51,Parda,1,1000,1.72
Masculino,61,Branca,4,400,1.69
Feminino,44,Parda,8,400,1.75
Feminino,75,Branca,12,100,1.76
Feminino,46,Parda,6,150,1.67
Masculino,40,Parda,15,4500,1.71
Feminino,39,Parda,9,0,1.68
Masculino,42,Parda,12,950,1.55
Masculino,40,Parda,12,1500,1.92
Feminino,42,Parda,9,788,1.69
Masculino,56,Parda,3,788,1.69
Masculino,23,Preta,11,400,1.71
Feminino,56,Preta,3,788,1.74
Feminino,24,Parda,8,788,1.76
Feminino,19,Branca,12,130,1.6
Masculino,43,Branca,6,788,1.64
Feminino,52,Parda,10,1000,1.82
Masculino,73,Parda,12,500,1.62
Feminino,58,Parda,12,300,1.53
Masculino,61,Preta,6,850,1.64
Masculino,51,Branca,6,500,1.55
Feminino,43,Parda,15,1500,1.73
Feminino,61,Preta,12,900,1.81
Masculino,30,Preta,12,1500,1.79
Feminino,62,Parda,1,30,1.68
Masculino,29,Parda,12,1200,1.56
Masculino,58,Preta,15,1400,1.68
Feminino,31,Branca,14,1100,1.81
Masculino,56,Parda,6,1200,1.68
Masculino,45,Parda,12,788,1.77
Masculino,27,Parda,6,1000,1.92
Masculino,29,Parda,1,1500,1.74
Masculino,31,Parda,12,788,1.76
Masculino,34,Preta,12,2000,1.72
Feminino,45,Parda,1,788,1.67
Masculino,61,Preta,12,1091,1.81
Feminino,39,Preta,12,788,1.6
Masculino,53,Parda,9,1000,1.67
Masculino,54,Parda,16,3100,1.78
Masculino,54,Branca,16,4600,1.73
Feminino,55,Parda,16,3000,1.8
Masculino,41,Branca,12,5000,1.76
Masculino,37,Preta,16,788,1.68
Masculino,56,Parda,12,1600,1.73
Masculino,48,Branca,12,3000,1.6
Feminino,47,Parda,9,1600,1.69
Feminino,64,Amarela,16,0,1.58
Feminino,54,Preta,16,4300,1.69
Feminino,41,Parda,9,1200,1.67
Feminino,25,Preta,12,2500,1.81
Feminino,44,Preta,12,400,1.72
Feminino,54,Branca,16,7000,1.65
Masculino,33,Branca,16,1500,1.82
Masculino,49,Parda,16,10000,1.62
Feminino,59,Branca,5,400,1.76
Masculino,50,Parda,4,1300,1.69
Masculino,51,Preta,3,788,1.7
Feminino,49,Parda,16,680,1.67
